id,session_uuid,timestamp,gaze_h,gaze_v,head_yaw,head_pitch,eyes_open,blink_rate,emotion_confidence,attention_score,target_engagement_label
144,baseline-seed,1788274454.2861743,0.510241189372555,0.5294807295183654,0.08327372222312884,0.04057480260072522,1,13.402970228987597,97.80176724294944,88.37541049784146,High
145,baseline-seed,1788274454.2871733,0.6106891163053416,0.40781671543093323,0.09215895309625288,0.11191350177377751,1,29.840977423063045,74.90698219362642,59.34309473700743,Medium
146,baseline-seed,1788274454.2871733,0.85,0.2,0.45,0.35,1,16.884868624927,74.16011600742243,20.946217696760385,Low
147,baseline-seed,1788274454.2871733,0.5197327160352355,0.5055450837108462,-0.042917889009060683,0.028012395176359655,1,12.249465080490278,88.67169662019755,91.9015586140051,High
148,baseline-seed,1788274454.2871733,0.5795730823330669,0.5104738704531186,-0.01516457808626162,0.1592273320077226,1,32.021858648695684,72.13196506267543,51.803306761659414,Medium
149,baseline-seed,1788274454.2871733,0.15,0.2,-0.45,-0.35,1,22.39309354414985,66.16005083097767,36.04050197766479,Low
150,baseline-seed,1788274454.2871733,0.5252963095622208,0.529176633488802,0.031090498110859822,-0.06280898879561826,1,14.887791175520213,86.28214902657288,98.34627150924486,High
151,baseline-seed,1788274454.2871733,0.47445216886900754,0.5364252868594794,0.20516549424213598,0.10717634013322418,1,31.518923523324297,86.131222957229,65.81080080105721,Medium
152,baseline-seed,1788274454.2871733,0.85,0.8,0.45,0.35,0,24.57699854572562,65.53023604549006,43.45739235185247,Low
153,baseline-seed,1788274454.2881725,0.5171847287653034,0.5062306306148934,0.013578941859768674,-0.05106994303281238,1,19.323906380704337,85.47524370020119,93.9484053449368,High
154,baseline-seed,1788274454.2881725,0.6157311785213668,0.5372036574420526,0.21032555500281142,0.09517505357746045,1,32.97914218095592,76.3820094648651,69.89397137961626,Medium
155,baseline-seed,1788274454.2881725,0.15,0.8,-0.45,0.35,0,9.822675431091152,61.92383004073023,30.63670613863815,Low
156,baseline-seed,1788274454.2881725,0.5502302450229408,0.4731617809334149,-0.009343582208067953,-0.017589242330967,1,16.315930339002698,96.07012430774549,86.37505005864139,High
157,baseline-seed,1788274454.2881725,0.649421201933671,0.5669819323237131,0.01204291428595812,0.13513020765151476,1,22.317210160234993,87.4019774780186,50.51046586040929,Medium
158,baseline-seed,1788274454.2881725,0.15,0.2,-0.45,0.35,1,36.951329430946615,84.94835276333343,15.431319879875247,Low
159,baseline-seed,1788274454.2891734,0.4793084619959851,0.5422804232055674,0.11494490618096252,-0.014513542417586362,1,18.98941691349071,98.77716856879013,95.36546827729036,High
160,baseline-seed,1788274454.2891734,0.4454543739893416,0.44448406000035123,0.05018954981031913,0.1476194765188212,1,23.43616347070813,77.09244315281553,56.893735799697964,Medium
161,baseline-seed,1788274454.2891734,0.85,0.8,0.45,-0.35,0,5.714957389336552,84.6930597434008,18.822017884377942,Low
162,baseline-seed,1788274454.290172,0.5620200197125631,0.47004937877783626,0.04921611992382919,-0.008559553769020359,1,19.55785617833128,91.54362115749818,92.26822778421416,High
163,baseline-seed,1788274454.290172,0.6733682331506908,0.6472665134672629,-0.0055968270125874575,0.10443777784441409,1,24.294864416071608,74.4097241814035,54.47451829146211,Medium
164,baseline-seed,1788274454.290172,0.15,0.8,0.45,-0.35,0,43.764105205632454,82.09464712408564,40.82110046058937,Low
165,baseline-seed,1788274454.290172,0.5568201699195942,0.4828776111875157,-0.041617778655211435,0.018856622255456163,1,18.526664999924943,88.14216800571324,84.47635229645246,High
166,baseline-seed,1788274454.290172,0.7685901092026166,0.6062702980939987,0.052791193713332935,0.10988186964622844,1,33.406991214194946,75.31200085177412,53.1083581107873,Medium
167,baseline-seed,1788274454.290172,0.15,0.2,-0.45,0.35,1,37.38064298899512,76.38104951597555,24.23772430680213,Low
168,baseline-seed,1788274454.2911742,0.492922110900238,0.4760510826638464,-0.06896596140072636,-0.029237201597676763,1,17.787360909508678,91.9422602911028,81.62092431815296,High
169,baseline-seed,1788274454.2911742,0.6355808824677232,0.48635039224995424,-0.15846470630080672,0.047786605471389305,1,29.70130120057373,86.49361931850298,58.34742098965263,Medium
170,baseline-seed,1788274454.2911742,0.85,0.8,-0.45,-0.35,0,40.14519945420632,79.9356505401732,28.97188072497072,Low
171,baseline-seed,1788274454.2911742,0.5328192872478945,0.5152182209332189,0.053333734479457696,0.04677182361782691,1,16.948891025721473,95.53803295380698,83.17210210586147,High
172,baseline-seed,1788274454.2911742,0.5503741305122163,0.49998646076324404,0.06483677431357071,0.12969733105369152,1,32.633571313547804,86.64268355915485,62.17922561026007,Medium
173,baseline-seed,1788274454.2911742,0.15,0.8,0.45,-0.35,1,44.24744712109694,75.7953381754167,11.431357566823031,Low
174,baseline-seed,1788274454.292178,0.525819367245643,0.5648976416991638,-0.015388911747650042,0.00876601310655756,1,18.088223220016225,92.57773210146554,99.25984007717989,High
175,baseline-seed,1788274454.292178,0.6767185555285172,0.46351034511618316,0.13404366639124063,0.12451074090264558,1,22.881881768367236,76.01927133893632,66.99613012748677,Medium
176,baseline-seed,1788274454.292178,0.85,0.2,0.45,0.35,0,29.836620710699084,61.143550845312824,38.34761947070456,Low
177,baseline-seed,1788274454.292178,0.47764312610913645,0.5113163562519356,0.07827620146171703,-0.002630010442919512,1,17.466363012852042,91.24263788927448,85.47253332563332,High
178,baseline-seed,1788274454.292178,0.4816104497407348,0.5393355807107557,0.17189090677767688,0.1592385339553975,1,24.870004966253884,71.64762091231685,66.33198324979311,Medium
179,baseline-seed,1788274454.292178,0.85,0.2,-0.45,-0.35,1,11.04231567123601,70.80837002606505,41.51910048737435,Low
180,baseline-seed,1788274454.292178,0.5738654798419066,0.4678974570102154,-0.07627625854623694,-0.02767632279524978,1,19.871821183678627,90.7306760884106,97.88198407358269,High
181,baseline-seed,1788274454.292178,0.5231302455671006,0.5098527351332415,0.12593649710401242,0.08623584383617887,1,26.790842468408897,87.28716499679274,61.35703776059737,Medium
182,baseline-seed,1788274454.292178,0.85,0.8,0.45,-0.35,1,36.06387411166967,79.2730461161013,37.170462037143054,Low
183,baseline-seed,1788274454.293173,0.5257089103947018,0.5398745759039729,0.009826058485073508,0.028360150303540492,1,18.37229832780941,91.7413129211757,82.34616377924789,High
184,baseline-seed,1788274454.293173,0.6099982350671767,0.5045560289861015,0.011338304262131782,0.08103412789380839,1,28.39072910763868,71.28417874150269,63.967313645945566,Medium
185,baseline-seed,1788274454.293173,0.15,0.8,0.45,0.35,0,23.20880596327205,60.29051349770251,3.1876630629605907,Low
186,baseline-seed,1788274454.293173,0.48190774723003693,0.4272836202011313,-0.07919514117428617,0.030416586245771895,1,17.55985508901234,97.04171356064886,95.59701977786699,High
187,baseline-seed,1788274454.293173,0.5780658418321496,0.5157397168216257,0.09893424779088288,0.07580262988161279,1,34.826613712472906,72.84991085803027,61.97331568283255,Medium
188,baseline-seed,1788274454.293173,0.85,0.8,0.45,-0.35,1,5.390833896767346,68.16153270609979,22.779312308927302,Low
189,baseline-seed,1788274454.293173,0.4901129046991761,0.47954047256006604,-0.05008100049474578,-0.011244011715438196,1,16.540326786092464,94.65250956792173,96.01173398218165,High
190,baseline-seed,1788274454.2941737,0.5405229746908787,0.5233010007175685,0.14204084498786024,0.05208728106362906,1,31.184184444329716,70.63172289651284,72.46909390984855,Medium
191,baseline-seed,1788274454.2941737,0.15,0.2,0.45,-0.35,1,39.83876494984342,77.85217330331069,35.27603565507084,Low
192,baseline-seed,1788274454.2941737,0.5419821086127734,0.48394294365318297,0.06586970328171629,0.007903984187695987,1,15.6185462761464,94.01008773275134,90.52805321872226,High
193,baseline-seed,1788274454.2941737,0.5504382706542216,0.5622729637654448,0.037473900250387354,0.0682421057472268,1,32.26608059285223,83.17415551001753,61.95669719487533,Medium
194,baseline-seed,1788274454.2941737,0.85,0.8,0.45,-0.35,0,44.853356642269674,84.36982905366958,28.614330199265222,Low
